case_number,plot,focal_node,focal_area_id,school_id,centroid_node,centroid_area_id,distance_to_centroid_miles,plot_radius_miles,closer_candidate_count
459,case_0459_block_60750204021002_school_562.png,2036,60750204021002,562,142,60750104003012,4.058624691664948,,0
460,case_0460_block_60750204021002_school_569.png,2036,60750204021002,569,5982,60750402001005,2.4182617334467054,,0
461,case_0461_block_60750204021002_school_589.png,2036,60750204021002,589,1499,60750171022001,0.8132291088990838,,0
462,case_0462_block_60750204021002_school_638.png,2036,60750204021002,638,238,60750107002003,3.686769611246412,,0
463,case_0463_block_60750204021002_school_650.png,2036,60750204021002,650,1417,60750168022001,1.7867503252239068,,0
464,case_0464_block_60750204021002_school_718.png,2036,60750204021002,718,1450,60750170001006,1.145657474885298,,0
465,case_0465_block_60750204021002_school_735.png,2036,60750204021002,735,1320,60750165003002,1.5151894256931813,,0
466,case_0466_block_60750204021002_school_786.png,2036,60750204021002,786,1171,60750159001003,2.34613672675121,,0
467,case_0467_block_60750204021002_school_790.png,2036,60750204021002,790,344,60750111003002,2.9583106554345817,,0
468,case_0468_block_60750204021002_school_801.png,2036,60750204021002,801,101,60750103001013,3.781633214894033,,0
469,case_0469_block_60750204021002_school_823.png,2036,60750204021002,823,757,60750130001002,3.33064386586418,,0
470,case_0470_block_60750204021002_school_834.png,2036,60750204021002,834,317,60750110002005,3.2532947821761016,,0
471,case_0471_block_60750204021002_school_848.png,2036,60750204021002,848,5996,60750402003004,2.5688999932566943,,0
472,case_0472_block_60750204021002_school_859.png,2036,60750204021002,859,537,60750124022001,2.5074805824675344,,0
473,case_0473_block_60750204021002_school_872.png,2036,60750204021002,872,206,60750106002000,3.9946108868549888,,0
474,case_0474_block_60750204021005_school_420.png,2039,60750204021005,420,2297,60750212003004,0.4573965935270841,,0
475,case_0475_block_60750204021005_school_456.png,2039,60750204021005,456,2776,60750229032009,2.2767780917688056,,0
476,case_0476_block_60750204021005_school_490.png,2039,60750204021005,490,375,60750113002001,3.417039866453488,,0
477,case_0477_block_60750204021005_school_497.png,2039,60750204021005,497,2594,60750227022009,2.7867370958322755,,0
478,case_0478_block_60750204021005_school_505.png,2039,60750204021005,505,2085,60750205002004,0.5948553643717747,,0
479,case_0479_block_60750204021005_school_525.png,2039,60750204021005,525,965,60750153001002,2.3021212801871904,,0
480,case_0480_block_60750204021005_school_562.png,2039,60750204021005,562,142,60750104003012,3.909196790092474,,0
481,case_0481_block_60750204021005_school_589.png,2039,60750204021005,589,1499,60750171022001,0.6378538316914532,,0
482,case_0482_block_60750204021005_school_603.png,2039,60750204021005,603,2712,60750228031005,1.71960467461875,,0
483,case_0483_block_60750204021005_school_638.png,2039,60750204021005,638,238,60750107002003,3.5365064774385258,,0
484,case_0484_block_60750204021005_school_650.png,2039,60750204021005,650,1417,60750168022001,1.6420547668090657,,0
485,case_0485_block_60750204021005_school_718.png,2039,60750204021005,718,1450,60750170001006,0.9922282118912396,,0
486,case_0486_block_60750204021005_school_723.png,2039,60750204021005,723,2707,60750228031000,1.834694006442144,,0
487,case_0487_block_60750204021005_school_735.png,2039,60750204021005,735,1320,60750165003002,1.3345660814188347,,0
488,case_0488_block_60750204021005_school_786.png,2039,60750204021005,786,1171,60750159001003,2.183340445110652,,0
489,case_0489_block_60750204021005_school_790.png,2039,60750204021005,790,344,60750111003002,2.8050699843259363,,0
490,case_0490_block_60750204021005_school_801.png,2039,60750204021005,801,101,60750103001013,3.620729870246433,,0
491,case_0491_block_60750204021005_school_816.png,2039,60750204021005,816,1974,60750203002001,1.0937631858904886,,0
492,case_0492_block_60750204021005_school_823.png,2039,60750204021005,823,757,60750130001002,3.161825214382956,,0
493,case_0493_block_60750204021005_school_834.png,2039,60750204021005,834,317,60750110002005,3.0964260695685573,,0
494,case_0494_block_60750204021005_school_838.png,2039,60750204021005,838,6848,60750614001002,2.587397795758476,,0
495,case_0495_block_60750204021005_school_859.png,2039,60750204021005,859,537,60750124022001,2.365681743429191,,0
496,case_0496_block_60750204021005_school_872.png,2039,60750204021005,872,206,60750106002000,3.8538659695003057,,0
497,case_0497_block_60750204021005_school_999.png,2039,60750204021005,999,6635,60750607001031,3.029551069544666,,0
498,case_0498_block_60750204021014_school_453.png,2048,60750204021014,453,3058,60750234002018,3.6468522605190015,,0
499,case_0499_block_60750204021014_school_513.png,2048,60750204021014,513,3650,60750257023005,2.4477753421365187,,0
500,case_0500_block_60750204021014_school_614.png,2048,60750204021014,614,3501,60750256002003,1.907667229949519,,0
501,case_0501_block_60750204022009_school_420.png,2059,60750204022009,420,2297,60750212003004,0.2394269274970291,,0
502,case_0502_block_60750204022009_school_625.png,2059,60750204022009,625,2895,60750231022004,3.53798326319,,0
503,case_0503_block_60750216002007_school_478.png,2411,60750216002007,478,4283,60750301022010,0.7944096639381432,,0
504,case_0504_block_60750216002007_school_539.png,2411,60750216002007,539,5505,60750330002005,1.9750916698056684,,0
505,case_0505_block_60750216002007_school_544.png,2411,60750216002007,544,5762,60750351004006,3.165300488090633,,0
506,case_0506_block_60750216002007_school_644.png,2411,60750216002007,644,4319,60750302012005,2.0291881008734403,,0
507,case_0507_block_60750216002007_school_664.png,2411,60750216002007,664,6257,60750478012003,3.496931939609893,,0
508,case_0508_block_60750216002007_school_670.png,2411,60750216002007,670,5647,60750332011002,2.255696251911351,,0
509,case_0509_block_60750216002007_school_750.png,2411,60750216002007,750,5849,60750353001001,2.814590677611035,,0
510,case_0510_block_60750216002007_school_782.png,2411,60750216002007,782,5427,60750329011006,2.5614150228788826,,0
511,case_0511_block_60750216002007_school_862.png,2411,60750216002007,862,5874,60750353003005,2.9507175206522787,,0
512,case_0512_block_60750216002007_school_876.png,2411,60750216002007,876,4672,60750308001002,1.0198182902682873,,0
513,case_0513_block_60750217001010_school_420.png,2430,60750217001010,420,2297,60750212003004,0.82617314032623,,0
514,case_0514_block_60750217001010_school_490.png,2430,60750217001010,490,375,60750113002001,3.973299505107844,,0
515,case_0515_block_60750217001010_school_505.png,2430,60750217001010,505,2085,60750205002004,1.1669270913972745,,0
516,case_0516_block_60750217001010_school_562.png,2430,60750217001010,562,142,60750104003012,4.503427709881397,,0
517,case_0517_block_60750217001010_school_638.png,2430,60750217001010,638,238,60750107002003,4.144521688092823,,0
518,case_0518_block_60750217001010_school_650.png,2430,60750217001010,650,1417,60750168022001,2.286747819986776,,0
519,case_0519_block_60750217001010_school_718.png,2430,60750217001010,718,1450,60750170001006,1.752483302251685,,0
520,case_0520_block_60750217001010_school_786.png,2430,60750217001010,786,1171,60750159001003,2.9274063917349515,,0
521,case_0521_block_60750217001010_school_790.png,2430,60750217001010,790,344,60750111003002,3.454338517576211,,0
522,case_0522_block_60750217001010_school_801.png,2430,60750217001010,801,101,60750103001013,4.31331422001689,,0
523,case_0523_block_60750217001010_school_816.png,2430,60750217001010,816,1974,60750203002001,1.584734625081919,,0
524,case_0524_block_60750217001010_school_823.png,2430,60750217001010,823,757,60750130001002,3.933263625407846,,0
525,case_0525_block_60750217001010_school_834.png,2430,60750217001010,834,317,60750110002005,3.766257635120769,,0
526,case_0526_block_60750217001010_school_859.png,2430,60750217001010,859,537,60750124022001,2.948455838712979,,0
527,case_0527_block_60750217001010_school_872.png,2430,60750217001010,872,206,60750106002000,4.383389152680926,,0
528,case_0528_block_60750217003006_school_746.png,2459,60750217003006,746,5155,60750313021003,2.4156834011995,,0
529,case_0529_block_60750217003006_school_842.png,2459,60750217003006,842,5035,60750311004007,1.034626451465791,,0
530,case_0530_block_60750217003011_school_481.png,2464,60750217003011,481,3793,60750260031009,1.3126604670793378,,0
531,case_0531_block_60750217003011_school_575.png,2464,60750217003011,575,4995,60750311001020,0.3805175843546965,,0
532,case_0532_block_60750217003011_school_729.png,2464,60750217003011,729,3738,60750260011000,0.9568347353130277,,0
533,case_0533_block_60750217003013_school_490.png,2466,60750217003013,490,375,60750113002001,4.080517266416056,,0
534,case_0534_block_60750217003013_school_562.png,2466,60750217003013,562,142,60750104003012,4.615392943204488,,0
535,case_0535_block_60750217003013_school_638.png,2466,60750217003013,638,238,60750107002003,4.261499768077899,,0
536,case_0536_block_60750217003013_school_790.png,2466,60750217003013,790,344,60750111003002,3.5848815145092363,,0
537,case_0537_block_60750217003013_school_801.png,2466,60750217003013,801,101,60750103001013,4.447344281270092,,0
538,case_0538_block_60750217003013_school_834.png,2466,60750217003013,834,317,60750110002005,3.898683177111817,,0
539,case_0539_block_60750217003013_school_859.png,2466,60750217003013,859,537,60750124022001,3.07084752814126,,0
540,case_0540_block_60750217003013_school_872.png,2466,60750217003013,872,206,60750106002000,4.48221767067438,,0
541,case_0541_block_60750227041023_school_505.png,2621,60750227041023,505,2085,60750205002004,1.6579443789281352,,0
542,case_0542_block_60750227041023_school_544.png,2621,60750227041023,544,5762,60750351004006,5.233218765521715,,0
543,case_0543_block_60750230031005_school_456.png,2854,60750230031005,456,2776,60750229032009,1.244119197811583,,0
544,case_0544_block_60750230031005_school_490.png,2854,60750230031005,490,375,60750113002001,4.233282770135943,,0
545,case_0545_block_60750230031005_school_497.png,2854,60750230031005,497,2594,60750227022009,1.85020178307524,,0
546,case_0546_block_60750230031005_school_562.png,2854,60750230031005,562,142,60750104003012,4.748321697394044,,0
547,case_0547_block_60750230031005_school_638.png,2854,60750230031005,638,238,60750107002003,4.487451448769032,,0
548,case_0548_block_60750230031005_school_790.png,2854,60750230031005,790,344,60750111003002,4.043996942246364,,0
549,case_0549_block_60750230031005_school_801.png,2854,60750230031005,801,101,60750103001013,4.826399394444269,,0
550,case_0550_block_60750230031005_school_823.png,2854,60750230031005,823,757,60750130001002,4.705148220969256,,0
551,case_0551_block_60750230031005_school_834.png,2854,60750230031005,834,317,60750110002005,4.329468287902324,,0
552,case_0552_block_60750230031005_school_838.png,2854,60750230031005,838,6848,60750614001002,1.3379026470475863,,0
553,case_0553_block_60750230031005_school_859.png,2854,60750230031005,859,537,60750124022001,3.547520974415816,,0
554,case_0554_block_60750230031005_school_872.png,2854,60750230031005,872,206,60750106002000,4.498783412072765,,0
555,case_0555_block_60750230031005_school_999.png,2854,60750230031005,999,6635,60750607001031,2.567376964129424,,0
556,case_0556_block_60750231021007_school_453.png,2883,60750231021007,453,3058,60750234002018,1.0565171071418682,,0
557,case_0557_block_60750231031007_school_562.png,2906,60750231031007,562,142,60750104003012,4.793478878949588,,0
558,case_0558_block_60750231031007_school_872.png,2906,60750231031007,872,206,60750106002000,4.510140565193802,,0
559,case_0559_block_60750231031007_school_999.png,2906,60750231031007,999,6635,60750607001031,2.545131490583977,,0
560,case_0560_block_60750231032009_school_521.png,2917,60750231032009,521,7117,60759805011010,2.1335558653841216,,0
561,case_0561_block_60750231032009_school_593.png,2917,60750231032009,593,4061,60750263022007,3.4878017220366155,,0
562,case_0562_block_60750231032009_school_625.png,2917,60750231032009,625,2895,60750231022004,0.4097384363378932,,0
563,case_0563_block_60750231032009_school_691.png,2917,60750231032009,691,4093,60750263031002,4.1302711948957205,,0
564,case_0564_block_60750233001001_school_413.png,2980,60750233001001,413,6007,60750426011000,6.103704197073372,,0
565,case_0565_block_60750233001001_school_420.png,2980,60750233001001,420,2297,60750212003004,2.946128389042144,,0
566,case_0566_block_60750233001001_school_435.png,2980,60750233001001,435,6191,60750476003004,5.539698272679623,,0
567,case_0567_block_60750233001001_school_478.png,2980,60750233001001,478,4283,60750301022010,3.8051236627595326,,0
568,case_0568_block_60750233001001_school_544.png,2980,60750233001001,544,5762,60750351004006,6.206092817318605,,0
569,case_0569_block_60750233001001_school_589.png,2980,60750233001001,589,1499,60750171022001,3.894193978037297,,0
570,case_0570_block_60750233001001_school_644.png,2980,60750233001001,644,4319,60750302012005,5.064320794072075,,0
571,case_0571_block_60750233001001_school_656.png,2980,60750233001001,656,3265,60750254013000,1.6328435057748707,,0
572,case_0572_block_60750233001001_school_664.png,2980,60750233001001,664,6257,60750478012003,6.508006406987625,,0
573,case_0573_block_60750233001029_school_488.png,3008,60750233001029,488,4863,60750309005018,4.044248814002758,,0
574,case_0574_block_60750233001029_school_539.png,3008,60750233001029,539,5505,60750330002005,4.774952793897735,,0
575,case_0575_block_60750233001029_school_729.png,3008,60750233001029,729,3738,60750260011000,1.814872683174044,,0
576,case_0576_block_60750233001029_school_750.png,3008,60750233001029,750,5849,60750353001001,5.807251309198496,,0
577,case_0577_block_60750233001029_school_842.png,3008,60750233001029,842,5035,60750311004007,2.818902993514781,,0
578,case_0578_block_60750233001029_school_862.png,3008,60750233001029,862,5874,60750353003005,5.650602918235673,,0
579,case_0579_block_60750234002013_school_413.png,3053,60750234002013,413,6007,60750426011000,6.758332601837465,,0
580,case_0580_block_60750234002013_school_420.png,3053,60750234002013,420,2297,60750212003004,3.597517239764604,,0
581,case_0581_block_60750234002013_school_435.png,3053,60750234002013,435,6191,60750476003004,6.18926264174324,,0
582,case_0582_block_60750234002013_school_456.png,3053,60750234002013,456,2776,60750229032009,2.2953709135687355,,0
583,case_0583_block_60750234002013_school_490.png,3053,60750234002013,490,375,60750113002001,5.239601413621509,,0
584,case_0584_block_60750234002013_school_497.png,3053,60750234002013,497,2594,60750227022009,2.8158877674785625,,0
585,case_0585_block_60750234002013_school_505.png,3053,60750234002013,505,2085,60750205002004,3.754197718902149,,0
586,case_0586_block_60750234002013_school_507.png,3053,60750234002013,507,2868,60750230032002,0.861649383505621,,0
587,case_0587_block_60750234002013_school_525.png,3053,60750234002013,525,965,60750153001002,5.45138451157568,,0
588,case_0588_block_60750234002013_school_549.png,3053,60750234002013,549,6133,60750452002000,5.717307051858781,,0
589,case_0589_block_60750234002013_school_562.png,3053,60750234002013,562,142,60750104003012,5.741964491975147,,0
590,case_0590_block_60750234002013_school_569.png,3053,60750234002013,569,5982,60750402001005,6.104019667645805,,0
591,case_0591_block_60750234002013_school_589.png,3053,60750234002013,589,1499,60750171022001,4.550631226141156,,0
592,case_0592_block_60750234002013_school_603.png,3053,60750234002013,603,2712,60750228031005,2.8146463514088267,,0
593,case_0593_block_60750234002013_school_625.png,3053,60750234002013,625,2895,60750231022004,0.7717914037500722,,0
594,case_0594_block_60750234002013_school_638.png,3053,60750234002013,638,238,60750107002003,5.498820515051365,,0
595,case_0595_block_60750234002013_school_650.png,3053,60750234002013,650,1417,60750168022001,4.313477349111795,,0
596,case_0596_block_60750234002013_school_680.png,3053,60750234002013,680,3150,60750252001002,2.336415761873212,,0
597,case_0597_block_60750234002013_school_718.png,3053,60750234002013,718,1450,60750170001006,4.184700665715277,,0
598,case_0598_block_60750234002013_school_723.png,3053,60750234002013,723,2707,60750228031000,2.860171208226961,,0
599,case_0599_block_60750234002013_school_735.png,3053,60750234002013,735,1320,60750165003002,5.047561505322319,,0
600,case_0600_block_60750234002013_school_786.png,3053,60750234002013,786,1171,60750159001003,4.915858642522868,,0
601,case_0601_block_60750234002013_school_790.png,3053,60750234002013,790,344,60750111003002,5.0851156556144215,,0
602,case_0602_block_60750234002013_school_801.png,3053,60750234002013,801,101,60750103001013,5.85102408984748,,0
603,case_0603_block_60750234002013_school_816.png,3053,60750234002013,816,1974,60750203002001,3.778283105254323,,0
604,case_0604_block_60750234002013_school_823.png,3053,60750234002013,823,757,60750130001002,5.750945415128857,,0
605,case_0605_block_60750234002013_school_830.png,3053,60750234002013,830,2905,60750231031006,1.0963112956729404,,0
606,case_0606_block_60750234002013_school_834.png,3053,60750234002013,834,317,60750110002005,5.365047169010924,,0
607,case_0607_block_60750234002013_school_838.png,3053,60750234002013,838,6848,60750614001002,2.3471102317733306,,0
608,case_0608_block_60750234002013_school_848.png,3053,60750234002013,848,5996,60750402003004,6.338789603303324,,0
609,case_0609_block_60750234002013_school_859.png,3053,60750234002013,859,537,60750124022001,4.595228697681659,,0
610,case_0610_block_60750234002013_school_872.png,3053,60750234002013,872,206,60750106002000,5.47850815896938,,0
611,case_0611_block_60750234002013_school_999.png,3053,60750234002013,999,6635,60750607001031,3.516276786201906,,0
612,case_0612_block_60750234002015_school_478.png,3055,60750234002015,478,4283,60750301022010,4.4245386653499645,,0
613,case_0613_block_60750234002015_school_481.png,3055,60750234002015,481,3793,60750260031009,2.241101120865007,,0
614,case_0614_block_60750234002015_school_488.png,3055,60750234002015,488,4863,60750309005018,4.596940867627636,,0
615,case_0615_block_60750234002015_school_513.png,3055,60750234002015,513,3650,60750257023005,1.1882251035279117,,0
616,case_0616_block_60750234002015_school_521.png,3055,60750234002015,521,7117,60759805011010,1.2712383321842566,,0
617,case_0617_block_60750234002015_school_539.png,3055,60750234002015,539,5505,60750330002005,5.3063602752141685,,0
618,case_0618_block_60750234002015_school_544.png,3055,60750234002015,544,5762,60750351004006,6.771180501257947,,0
619,case_0619_block_60750234002015_school_575.png,3055,60750234002015,575,4995,60750311001020,2.7751306390594848,,0
620,case_0620_block_60750234002015_school_593.png,3055,60750234002015,593,4061,60750263022007,2.6271686393412934,,0
621,case_0621_block_60750234002015_school_614.png,3055,60750234002015,614,3501,60750256002003,1.7940380998563703,,0
622,case_0622_block_60750234002015_school_644.png,3055,60750234002015,644,4319,60750302012005,5.680877191366185,,0
623,case_0623_block_60750234002015_school_656.png,3055,60750234002015,656,3265,60750254013000,2.2355287516706364,,0
624,case_0624_block_60750234002015_school_664.png,3055,60750234002015,664,6257,60750478012003,7.136492137020676,,0
625,case_0625_block_60750234002015_school_670.png,3055,60750234002015,670,5647,60750332011002,5.186488877107744,,0
626,case_0626_block_60750234002015_school_691.png,3055,60750234002015,691,4093,60750263031002,3.313645946514653,,0
627,case_0627_block_60750234002015_school_722.png,3055,60750234002015,722,4625,60750307001022,3.628575036056639,,0
628,case_0628_block_60750234002015_school_729.png,3055,60750234002015,729,3738,60750260011000,2.3631690245482555,,0
629,case_0629_block_60750234002015_school_746.png,3055,60750234002015,746,5155,60750313021003,4.325769042440335,,0
630,case_0630_block_60750234002015_school_750.png,3055,60750234002015,750,5849,60750353001001,6.323394819882496,,0
631,case_0631_block_60750234002015_school_782.png,3055,60750234002015,782,5427,60750329011006,6.080044897676579,,0
632,case_0632_block_60750234002015_school_820.png,3055,60750234002015,820,5240,60750314004002,4.019084856682974,,0
633,case_0633_block_60750234002015_school_842.png,3055,60750234002015,842,5035,60750311004007,3.3596503141662577,,0
634,case_0634_block_60750234002015_school_862.png,3055,60750234002015,862,5874,60750353003005,6.199264284426529,,0
635,case_0635_block_60750234002015_school_867.png,3055,60750234002015,867,4141,60750264012005,1.3030804224538484,,0
636,case_0636_block_60750234002015_school_876.png,3055,60750234002015,876,4672,60750308001002,4.478897761363847,,0
637,case_0637_block_60750251003010_school_456.png,3110,60750251003010,456,2776,60750229032009,0.1134627031984363,,0
638,case_0638_block_60750251003010_school_562.png,3110,60750251003010,562,142,60750104003012,3.6738898569000615,,0
639,case_0639_block_60750251003010_school_872.png,3110,60750251003010,872,206,60750106002000,3.446879855832445,,0
640,case_0640_block_60750251003037_school_513.png,3137,60750251003037,513,3650,60750257023005,0.7283496687415884,,0
641,case_0641_block_60750251003037_school_521.png,3137,60750251003037,521,7117,60759805011010,1.4376137846799726,,0
642,case_0642_block_60750251003037_school_867.png,3137,60750251003037,867,4141,60750264012005,1.7518929743281193,,0
643,case_0643_block_60750254031021_school_413.png,3341,60750254031021,413,6007,60750426011000,4.643351514433765,,0
644,case_0644_block_60750254031021_school_420.png,3341,60750254031021,420,2297,60750212003004,1.5784921192577055,,0
645,case_0645_block_60750254031021_school_435.png,3341,60750254031021,435,6191,60750476003004,4.051449000664301,,0
646,case_0646_block_60750254031021_school_478.png,3341,60750254031021,478,4283,60750301022010,2.2173294595597466,,0
647,case_0647_block_60750254031021_school_488.png,3341,60750254031021,488,4863,60750309005018,2.4420518513296368,,0
648,case_0648_block_60750254031021_school_505.png,3341,60750254031021,505,2085,60750205002004,1.8612812639505167,,0
649,case_0649_block_60750254031021_school_539.png,3341,60750254031021,539,5505,60750330002005,3.0735437356237387,,0
650,case_0650_block_60750254031021_school_544.png,3341,60750254031021,544,5762,60750351004006,4.502367904409208,,0
651,case_0651_block_60750254031021_school_549.png,3341,60750254031021,549,6133,60750452002000,3.67147660442379,,0
652,case_0652_block_60750254031021_school_569.png,3341,60750254031021,569,5982,60750402001005,4.127542681167161,,0
653,case_0653_block_60750254031021_school_575.png,3341,60750254031021,575,4995,60750311001020,0.5340271076468763,,0
654,case_0654_block_60750254031021_school_589.png,3341,60750254031021,589,1499,60750171022001,2.5067230069654483,,0
655,case_0655_block_60750254031021_school_593.png,3341,60750254031021,593,4061,60750263022007,1.6235370883222524,,0
656,case_0656_block_60750254031021_school_644.png,3341,60750254031021,644,4319,60750302012005,3.4525737480948684,,0
657,case_0657_block_60750254031021_school_664.png,3341,60750254031021,664,6257,60750478012003,4.9224572537929685,,0
658,case_0658_block_60750254031021_school_670.png,3341,60750254031021,670,5647,60750332011002,3.061227726382269,,0
659,case_0659_block_60750254031021_school_691.png,3341,60750254031021,691,4093,60750263031002,1.9457929169924304,,0
660,case_0660_block_60750254031021_school_722.png,3341,60750254031021,722,4625,60750307001022,1.3636945017774562,,0
661,case_0661_block_60750254031021_school_729.png,3341,60750254031021,729,3738,60750260011000,0.5445525162815683,,0
662,case_0662_block_60750254031021_school_735.png,3341,60750254031021,735,1320,60750165003002,3.1369891253978897,,0
663,case_0663_block_60750254031021_school_746.png,3341,60750254031021,746,5155,60750313021003,2.4811857374611384,,0
664,case_0664_block_60750254031021_school_750.png,3341,60750254031021,750,5849,60750353001001,4.06475901645735,,0
665,case_0665_block_60750254031021_school_782.png,3341,60750254031021,782,5427,60750329011006,3.818766300851604,,0
666,case_0666_block_60750254031021_school_820.png,3341,60750254031021,820,5240,60750314004002,2.290155060061392,,0
667,case_0667_block_60750254031021_school_842.png,3341,60750254031021,842,5035,60750311004007,1.205132211274189,,0
668,case_0668_block_60750254031021_school_848.png,3341,60750254031021,848,5996,60750402003004,4.302249033744094,,0
669,case_0669_block_60750254031021_school_862.png,3341,60750254031021,862,5874,60750353003005,4.003896586287508,,0
670,case_0670_block_60750254031021_school_876.png,3341,60750254031021,876,4672,60750308001002,2.213275108379841,,0
671,case_0671_block_60750254032005_school_614.png,3347,60750254032005,614,3501,60750256002003,0.3496080118651109,,0
672,case_0672_block_60750254032014_school_453.png,3356,60750254032014,453,3058,60750234002018,2.0606102652118023,,0
673,case_0673_block_60750254032014_school_513.png,3356,60750254032014,513,3650,60750257023005,0.8674413659720921,,0
674,case_0674_block_60750254032014_school_521.png,3356,60750254032014,521,7117,60759805011010,1.2288851756972463,,0
675,case_0675_block_60750254032014_school_614.png,3356,60750254032014,614,3501,60750256002003,0.3315703334827736,,0
676,case_0676_block_60750254032014_school_867.png,3356,60750254032014,867,4141,60750264012005,1.5391271107282432,,0
677,case_0677_block_60750255001006_school_593.png,3367,60750255001006,593,4061,60750263022007,1.5960430717570715,,0
678,case_0678_block_60750255001006_school_691.png,3367,60750255001006,691,4093,60750263031002,1.8617235642715344,,0
679,case_0679_block_60750255001006_school_729.png,3367,60750255001006,729,3738,60750260011000,0.5046618381123066,,0
680,case_0680_block_60750255002023_school_507.png,3410,60750255002023,507,2868,60750230032002,2.1269384662667283,,0
681,case_0681_block_60750255002023_school_513.png,3410,60750255002023,513,3650,60750257023005,1.4165443110907,,0
682,case_0682_block_60750255002023_school_614.png,3410,60750255002023,614,3501,60750256002003,0.7922170050102341,,0
683,case_0683_block_60750255002023_school_625.png,3410,60750255002023,625,2895,60750231022004,2.6443038333375446,,0
684,case_0684_block_60750255002023_school_830.png,3410,60750255002023,830,2905,60750231031006,2.825480587317924,,0
685,case_0685_block_60750255006024_school_539.png,3472,60750255006024,539,5505,60750330002005,2.23407030018978,,0
686,case_0686_block_60750255006024_school_544.png,3472,60750255006024,544,5762,60750351004006,3.813740426232908,,0
687,case_0687_block_60750255006024_school_644.png,3472,60750255006024,644,4319,60750302012005,3.027745051034628,,0
688,case_0688_block_60750255006024_school_664.png,3472,60750255006024,664,6257,60750478012003,4.476106561481885,,0
689,case_0689_block_60750255006024_school_750.png,3472,60750255006024,750,5849,60750353001001,3.290588553399937,,0
690,case_0690_block_60750255006024_school_782.png,3472,60750255006024,782,5427,60750329011006,3.0617778253026606,,0
691,case_0691_block_60750255006024_school_842.png,3472,60750255006024,842,5035,60750311004007,0.2973780225383552,,0
692,case_0692_block_60750255006024_school_876.png,3472,60750255006024,876,4672,60750308001002,1.5558971475056356,,0
693,case_0693_block_60750255006026_school_842.png,3474,60750255006026,842,5035,60750311004007,0.3177744731955577,,0
694,case_0694_block_60750256001001_school_656.png,3482,60750256001001,656,3265,60750254013000,0.4692347924704841,,0
695,case_0695_block_60750261001012_school_453.png,3853,60750261001012,453,3058,60750234002018,2.836085888440192,,0
696,case_0696_block_60750261001012_school_481.png,3853,60750261001012,481,3793,60750260031009,0.6692983394552352,,0
697,case_0697_block_60750261001012_school_507.png,3853,60750261001012,507,2868,60750230032002,2.6945521247207025,,0
698,case_0698_block_60750261001012_school_513.png,3853,60750261001012,513,3650,60750257023005,1.903047752353216,,0
699,case_0699_block_60750261001012_school_521.png,3853,60750261001012,521,7117,60759805011010,1.663174189724426,,0
700,case_0700_block_60750261001012_school_614.png,3853,60750261001012,614,3501,60750256002003,1.34634883197685,,0
701,case_0701_block_60750261001012_school_625.png,3853,60750261001012,625,2895,60750231022004,3.18589668648816,,0
702,case_0702_block_60750261001012_school_729.png,3853,60750261001012,729,3738,60750260011000,0.7040912608292378,,0
703,case_0703_block_60750261001012_school_830.png,3853,60750261001012,830,2905,60750231031006,3.426152352334159,,0
704,case_0704_block_60750261001012_school_867.png,3853,60750261001012,867,4141,60750264012005,1.7864142389966478,,0
705,case_0705_block_60750263023006_school_453.png,4074,60750263023006,453,3058,60750234002018,2.147246221216401,,0
706,case_0706_block_60750263023006_school_507.png,4074,60750263023006,507,2868,60750230032002,2.34085288503171,,0
707,case_0707_block_60750263023006_school_513.png,4074,60750263023006,513,3650,60750257023005,1.5917370245954487,,0
708,case_0708_block_60750263023006_school_521.png,4074,60750263023006,521,7117,60759805011010,1.016298600723396,,0
709,case_0709_block_60750263023006_school_625.png,4074,60750263023006,625,2895,60750231022004,2.7512902877643954,,0
710,case_0710_block_60750263023006_school_830.png,4074,60750263023006,830,2905,60750231031006,3.048855717006885,,0
711,case_0711_block_60750263023006_school_867.png,4074,60750263023006,867,4141,60750264012005,0.9778211976593314,,0
712,case_0712_block_60750263023019_school_488.png,4087,60750263023019,488,4863,60750309005018,2.8617626137295447,,0
713,case_0713_block_60750263023019_school_539.png,4087,60750263023019,539,5505,60750330002005,3.691928797659292,,0
714,case_0714_block_60750263023019_school_544.png,4087,60750263023019,544,5762,60750351004006,5.333685844307771,,0
715,case_0715_block_60750263023019_school_593.png,4087,60750263023019,593,4061,60750263022007,0.4227385677361784,,0
716,case_0716_block_60750263023019_school_670.png,4087,60750263023019,670,5647,60750332011002,3.3421762415392187,,0
717,case_0717_block_60750263023019_school_691.png,4087,60750263023019,691,4093,60750263031002,1.1193434239910067,,0
718,case_0718_block_60750263023019_school_746.png,4087,60750263023019,746,5155,60750313021003,2.2673083222888524,,0
719,case_0719_block_60750263023019_school_750.png,4087,60750263023019,750,5849,60750353001001,4.765468779076991,,0
720,case_0720_block_60750263023019_school_782.png,4087,60750263023019,782,5427,60750329011006,4.555029716931428,,0
721,case_0721_block_60750263023019_school_820.png,4087,60750263023019,820,5240,60750314004002,1.91571298661726,,0
722,case_0722_block_60750263023019_school_862.png,4087,60750263023019,862,5874,60750353003005,4.421325985501763,,0
723,case_0723_block_60750263023020_school_413.png,4088,60750263023020,413,6007,60750426011000,5.956285779658078,,0
724,case_0724_block_60750263023020_school_420.png,4088,60750263023020,420,2297,60750212003004,3.124781846890752,,0
